Entity,Day,total_vaccinations
Northern Mariana Islands,2/3/21,10655
Northern Mariana Islands,2/4/21,10966
Northern Mariana Islands,2/5/21,11332
Northern Mariana Islands,2/6/21,11697
Northern Mariana Islands,2/7/21,11889
Northern Mariana Islands,2/8/21,11915
Northern Mariana Islands,2/9/21,12264
Northern Mariana Islands,2/10/21,12530
Northern Mariana Islands,2/11/21,12728
Northern Mariana Islands,2/12/21,12971
Northern Mariana Islands,2/13/21,13394
Northern Mariana Islands,2/14/21,13754
Northern Mariana Islands,2/16/21,14419
Northern Mariana Islands,2/17/21,14743
Northern Mariana Islands,2/18/21,15112
Northern Mariana Islands,2/19/21,15525
Northern Mariana Islands,2/20/21,15525
Northern Mariana Islands,2/21/21,15922
Northern Mariana Islands,2/22/21,16091
Northern Mariana Islands,2/23/21,16382
Northern Mariana Islands,2/24/21,17074
Northern Mariana Islands,2/25/21,17473
Northern Mariana Islands,2/26/21,17819
Northern Mariana Islands,2/27/21,18121
Northern Mariana Islands,2/28/21,18363
Northern Mariana Islands,3/1/21,18583
Northern Mariana Islands,3/2/21,18894
Northern Mariana Islands,3/3/21,19225
Northern Mariana Islands,3/4/21,19580
Northern Mariana Islands,3/5/21,19905
Northern Mariana Islands,3/6/21,20309
Northern Mariana Islands,3/7/21,20396
Northern Mariana Islands,3/8/21,20396
Northern Mariana Islands,3/9/21,20708
Northern Mariana Islands,3/10/21,21022
Northern Mariana Islands,3/11/21,21323
Northern Mariana Islands,3/12/21,21638
Northern Mariana Islands,3/13/21,22034
Northern Mariana Islands,3/14/21,22134
Northern Mariana Islands,3/15/21,22134
Northern Mariana Islands,3/16/21,22604
Northern Mariana Islands,3/17/21,22934
Northern Mariana Islands,3/18/21,23266
Northern Mariana Islands,3/19/21,23700
Northern Mariana Islands,3/20/21,24203
Northern Mariana Islands,3/21/21,24795
Northern Mariana Islands,3/22/21,24895
Northern Mariana Islands,3/23/21,25206
Northern Mariana Islands,3/24/21,25607
Northern Mariana Islands,3/25/21,26016
Northern Mariana Islands,3/26/21,26450
Northern Mariana Islands,3/27/21,26987
Northern Mariana Islands,3/28/21,27446
Northern Mariana Islands,3/29/21,27787
Northern Mariana Islands,3/30/21,28165
Northern Mariana Islands,3/31/21,28566
Northern Mariana Islands,4/1/21,28918
Northern Mariana Islands,4/2/21,28918
Northern Mariana Islands,4/3/21,29434
Northern Mariana Islands,4/4/21,29797
Northern Mariana Islands,4/5/21,29797
Northern Mariana Islands,4/6/21,30277
Northern Mariana Islands,4/7/21,30744
Northern Mariana Islands,4/8/21,31237
Northern Mariana Islands,4/9/21,31654
Northern Mariana Islands,4/10/21,32229
Ohio,1/12/21,311890
Ohio,1/13/21,329318
Ohio,1/14/21,348424
Ohio,1/15/21,375428
Ohio,1/19/21,472084
Ohio,1/20/21,487481
Ohio,1/21/21,487481
Ohio,1/22/21,545499
Ohio,1/23/21,594924
Ohio,1/24/21,647104
Ohio,1/25/21,685622
Ohio,1/26/21,708026
Ohio,1/27/21,746249
Ohio,1/28/21,789869
Ohio,1/29/21,843099
Ohio,1/30/21,911004
Ohio,1/31/21,954013
Ohio,2/1/21,1004624
Ohio,2/2/21,1045139
Ohio,2/3/21,1085391
Ohio,2/4/21,1128082
Ohio,2/5/21,1177237
Ohio,2/6/21,1242487
Ohio,2/7/21,1293965
Ohio,2/8/21,1346320
Ohio,2/9/21,1373728
Ohio,2/10/21,1406437
Ohio,2/11/21,1459174
Ohio,2/12/21,1540491
Ohio,2/13/21,1613153
Ohio,2/14/21,1691925
Ohio,2/16/21,1794982
Ohio,2/17/21,1825178
Ohio,2/18/21,1861434
Ohio,2/19/21,1999736
Ohio,2/20/21,2066995
Ohio,2/21/21,2140688
Ohio,2/22/21,2196607
Ohio,2/23/21,2228732
Ohio,2/24/21,2288128
Ohio,2/25/21,2351582
Ohio,2/26/21,2413164
Ohio,2/27/21,2501854
Ohio,2/28/21,2599806
Ohio,3/1/21,2660844
Ohio,3/2/21,2723208
Ohio,3/3/21,2790056
Ohio,3/4/21,2850454
Ohio,3/5/21,2918114
Ohio,3/6/21,3027215
Ohio,3/7/21,3131288
Ohio,3/8/21,3203772
Ohio,3/9/21,3255735
Ohio,3/10/21,3316480
Ohio,3/11/21,3391091
Ohio,3/12/21,3494036
Ohio,3/13/21,3624261
Ohio,3/14/21,3732147
Ohio,3/15/21,3819317
Ohio,3/16/21,3862956
Ohio,3/17/21,3928456
Ohio,3/18/21,4018634
Ohio,3/19/21,4124492
Ohio,3/20/21,4240062
Ohio,3/21/21,4364513
Ohio,3/22/21,4447020
Ohio,3/23/21,4499814
Ohio,3/24/21,4582163
Ohio,3/25/21,4679419
Ohio,3/26/21,4805634
Ohio,3/27/21,4946129
Ohio,3/28/21,5074719
Ohio,3/29/21,5168120
Ohio,3/30/21,5219217
Ohio,3/31/21,5295592
Ohio,4/1/21,5400664
Ohio,4/2/21,5531731
Ohio,4/3/21,5689737
Ohio,4/4/21,5820854
Ohio,4/5/21,5901310
Ohio,4/6/21,5943655
Ohio,4/7/21,6028725
Ohio,4/8/21,6157849
Ohio,4/9/21,6308301
Ohio,4/10/21,6459111
Oklahoma,1/12/21,157843
Oklahoma,1/13/21,172403
Oklahoma,1/14/21,187266
Oklahoma,1/15/21,203410
Oklahoma,1/19/21,242093
Oklahoma,1/20/21,251684
Oklahoma,1/21/21,267434
Oklahoma,1/22/21,287502
Oklahoma,1/23/21,304806
Oklahoma,1/24/21,322810
Oklahoma,1/25/21,326546
Oklahoma,1/26/21,328874
Oklahoma,1/27/21,345144
Oklahoma,1/28/21,363253
Oklahoma,1/29/21,386688
Oklahoma,1/30/21,410305
Oklahoma,1/31/21,437985
Oklahoma,2/1/21,443581
Oklahoma,2/2/21,445675
Oklahoma,2/3/21,462440
Oklahoma,2/4/21,484384
Oklahoma,2/5/21,510693
Oklahoma,2/6/21,541252
Oklahoma,2/7/21,573746
Oklahoma,2/8/21,586054
Oklahoma,2/9/21,588207
Oklahoma,2/10/21,606406
Oklahoma,2/11/21,628361
Oklahoma,2/12/21,640353
Oklahoma,2/13/21,660835
Oklahoma,2/14/21,682354
Oklahoma,2/16/21,694616
Oklahoma,2/17/21,696437
Oklahoma,2/18/21,700440
Oklahoma,2/19/21,813518
Oklahoma,2/20/21,830903
Oklahoma,2/21/21,865961
Oklahoma,2/22/21,891227
Oklahoma,2/23/21,906583
Oklahoma,2/24/21,935457
Oklahoma,2/25/21,967522
Oklahoma,2/26/21,1006064
Oklahoma,2/27/21,1046995
Oklahoma,2/28/21,1095362
Oklahoma,3/1/21,1119049
Oklahoma,3/2/21,1124662
Oklahoma,3/3/21,1147833
Oklahoma,3/4/21,1181414
Oklahoma,3/5/21,1213040
Oklahoma,3/6/21,1246152
Oklahoma,3/7/21,1278427
Oklahoma,3/8/21,1300639
Oklahoma,3/9/21,1307274
Oklahoma,3/10/21,1334818
Oklahoma,3/11/21,1364914
Oklahoma,3/12/21,1398278
Oklahoma,3/13/21,1435464
Oklahoma,3/14/21,1465197
Oklahoma,3/15/21,1483295
Oklahoma,3/16/21,1488390
Oklahoma,3/17/21,1519597
Oklahoma,3/18/21,1551665
Oklahoma,3/19/21,1585046
Oklahoma,3/20/21,1616226
Oklahoma,3/21/21,1652639
Oklahoma,3/22/21,1674556
Oklahoma,3/23/21,1682725
Oklahoma,3/24/21,1717541
Oklahoma,3/25/21,1753658
Oklahoma,3/26/21,1790349
Oklahoma,3/27/21,1827618
Oklahoma,3/28/21,1869610
Oklahoma,3/29/21,1888004
Oklahoma,3/30/21,1895546
Oklahoma,3/31/21,1930169
Oklahoma,4/1/21,1975056
Oklahoma,4/2/21,2021155
Oklahoma,4/3/21,2069319
Oklahoma,4/4/21,2107328
Oklahoma,4/5/21,2122756
Oklahoma,4/6/21,2128826
Oklahoma,4/7/21,2163825
Oklahoma,4/8/21,2198505
Oklahoma,4/9/21,2235462
Oklahoma,4/10/21,2273840
Oregon,1/12/21,104610
Oregon,1/13/21,115075
Oregon,1/14/21,129796
Oregon,1/15/21,146153
Oregon,1/19/21,216928
Oregon,1/20/21,216928
Oregon,1/21/21,216928
Oregon,1/22/21,253705
Oregon,1/23/21,270463
Oregon,1/24/21,285922
Oregon,1/25/21,300676
Oregon,1/26/21,308066
Oregon,1/27/21,325488
Oregon,1/28/21,340383
Oregon,1/29/21,359391
Oregon,1/30/21,382392
Oregon,1/31/21,407890
Oregon,2/1/21,423627
Oregon,2/2/21,438302
Oregon,2/3/21,454269
Oregon,2/4/21,471983
Oregon,2/5/21,487153
Oregon,2/6/21,509875
Oregon,2/7/21,532746
Oregon,2/8/21,554440
Oregon,2/9/21,572695
Oregon,2/10/21,589035
Oregon,2/11/21,589035
Oregon,2/12/21,589035
Oregon,2/13/21,650929
Oregon,2/14/21,671315
Oregon,2/16/21,685214
Oregon,2/17/21,692781
Oregon,2/18/21,708570
Oregon,2/19/21,767637
Oregon,2/20/21,794779
Oregon,2/21/21,821720
Oregon,2/22/21,844210
Oregon,2/23/21,864960
Oregon,2/24/21,865750
Oregon,2/25/21,889531
Oregon,2/26/21,927860
Oregon,2/27/21,960674
Oregon,2/28/21,994403
Oregon,3/1/21,1024055
Oregon,3/2/21,1038342
Oregon,3/3/21,1050060
Oregon,3/4/21,1073041
Oregon,3/5/21,1097974
Oregon,3/6/21,1137864
Oregon,3/7/21,1172840
Oregon,3/8/21,1199682
Oregon,3/9/21,1221981
Oregon,3/10/21,1238835
Oregon,3/11/21,1239800
Oregon,3/12/21,1271685
Oregon,3/13/21,1334042
Oregon,3/14/21,1366471
Oregon,3/15/21,1387803
Oregon,3/16/21,1412282
Oregon,3/17/21,1414113
Oregon,3/18/21,1433105
Oregon,3/19/21,1483419
Oregon,3/20/21,1523965
Oregon,3/21/21,1560983
Oregon,3/22/21,1584449
Oregon,3/23/21,1606844
Oregon,3/24/21,1626721
Oregon,3/25/21,1657083
Oregon,3/26/21,1694736
Oregon,3/27/21,1737553
Oregon,3/28/21,1772914
Oregon,3/29/21,1802561
Oregon,3/30/21,1821492
Oregon,3/31/21,1854126
Oregon,4/1/21,1893672
Oregon,4/2/21,1941147
Oregon,4/3/21,1988473
Oregon,4/4/21,2034002
Oregon,4/5/21,2066694
Oregon,4/6/21,2089274
Oregon,4/7/21,2123427
Oregon,4/8/21,2160491
Oregon,4/9/21,2211938
Oregon,4/10/21,2266230
Pennsylvania,1/12/21,341948
Pennsylvania,1/13/21,379944
Pennsylvania,1/14/21,410414
Pennsylvania,1/15/21,448151
Pennsylvania,1/19/21,544416
Pennsylvania,1/20/21,568660
Pennsylvania,1/21/21,605428
Pennsylvania,1/22/21,652886
Pennsylvania,1/23/21,695870
Pennsylvania,1/24/21,744591
Pennsylvania,1/25/21,776799
Pennsylvania,1/26/21,800354
Pennsylvania,1/27/21,851980
Pennsylvania,1/28/21,856371
Pennsylvania,1/29/21,972742
Pennsylvania,1/30/21,1032426
Pennsylvania,1/31/21,1088172
Pennsylvania,2/1/21,1134185
Pennsylvania,2/2/21,1155945
Pennsylvania,2/3/21,1158091
Pennsylvania,2/4/21,1218735
Pennsylvania,2/5/21,1271529
Pennsylvania,2/6/21,1338491
Pennsylvania,2/7/21,1407839
Pennsylvania,2/8/21,1441358
Pennsylvania,2/9/21,1478180
Pennsylvania,2/10/21,1538058
Pennsylvania,2/11/21,1594474
Pennsylvania,2/12/21,1668862
Pennsylvania,2/13/21,1678229
Pennsylvania,2/14/21,1822327
Pennsylvania,2/16/21,1832629
Pennsylvania,2/17/21,1950185
Pennsylvania,2/18/21,2002786
Pennsylvania,2/19/21,2184973
Pennsylvania,2/20/21,2231800
Pennsylvania,2/21/21,2306828
Pennsylvania,2/22/21,2358058
Pennsylvania,2/23/21,2381079
Pennsylvania,2/24/21,2425429
Pennsylvania,2/25/21,2489919
Pennsylvania,2/26/21,2562627
Pennsylvania,2/27/21,2676006
Pennsylvania,2/28/21,2751844
Pennsylvania,3/1/21,2835338
Pennsylvania,3/2/21,2886451
Pennsylvania,3/3/21,2948581
Pennsylvania,3/4/21,3036398
Pennsylvania,3/5/21,3169691
Pennsylvania,3/6/21,3298800
Pennsylvania,3/7/21,3319263
Pennsylvania,3/8/21,3335592
Pennsylvania,3/9/21,3524263
Pennsylvania,3/10/21,3638014
Pennsylvania,3/11/21,3737143
Pennsylvania,3/12/21,3759104
Pennsylvania,3/13/21,4093668
Pennsylvania,3/14/21,4191298
Pennsylvania,3/15/21,4283453
Pennsylvania,3/16/21,4340831
Pennsylvania,3/17/21,4491125
Pennsylvania,3/18/21,4591687
Pennsylvania,3/19/21,4612975
Pennsylvania,3/20/21,4637450
Pennsylvania,3/21/21,4639971
Pennsylvania,3/22/21,4748613
Pennsylvania,3/23/21,5150999
Pennsylvania,3/24/21,5290020
Pennsylvania,3/25/21,5325139
Pennsylvania,3/26/21,5516639
Pennsylvania,3/27/21,5670930
Pennsylvania,3/28/21,5795550
Pennsylvania,3/29/21,5893502
Pennsylvania,3/30/21,5947782
Pennsylvania,3/31/21,6056762
Pennsylvania,4/1/21,6201769
Pennsylvania,4/2/21,6384592
Pennsylvania,4/3/21,6551136
Pennsylvania,4/4/21,6670089
Pennsylvania,4/5/21,6756869
Pennsylvania,4/6/21,6802632
Pennsylvania,4/7/21,6819136
Pennsylvania,4/8/21,6842553
Pennsylvania,4/9/21,6920672
Pennsylvania,4/10/21,7457814
Puerto Rico,1/12/21,74559
Puerto Rico,1/13/21,84432
Puerto Rico,1/14/21,94880
Puerto Rico,1/15/21,104137
Puerto Rico,1/19/21,129530
Puerto Rico,1/20/21,136630
Puerto Rico,1/21/21,147795
Puerto Rico,1/22/21,161528
Puerto Rico,1/23/21,173242
Puerto Rico,1/24/21,184173
Puerto Rico,1/25/21,187617
Puerto Rico,1/26/21,188681
Puerto Rico,1/27/21,199762
Puerto Rico,1/28/21,212179
Puerto Rico,1/29/21,224303
Puerto Rico,1/30/21,236060
Puerto Rico,1/31/21,249394
Puerto Rico,2/1/21,253439
Puerto Rico,2/2/21,253439
Puerto Rico,2/3/21,266671
Puerto Rico,2/4/21,278321
Puerto Rico,2/5/21,288024
Puerto Rico,2/6/21,299694
Puerto Rico,2/7/21,299694
Puerto Rico,2/8/21,299694
Puerto Rico,2/9/21,314047
Puerto Rico,2/10/21,324368
Puerto Rico,2/11/21,336959
Puerto Rico,2/12/21,336959
Puerto Rico,2/13/21,370837
Puerto Rico,2/14/21,382721
Puerto Rico,2/16/21,387180
Puerto Rico,2/17/21,392136
Puerto Rico,2/18/21,408058
Puerto Rico,2/19/21,448755
Puerto Rico,2/20/21,463527
Puerto Rico,2/21/21,476475
Puerto Rico,2/22/21,476647
Puerto Rico,2/23/21,480439
Puerto Rico,2/24/21,495114
Puerto Rico,2/25/21,510041
Puerto Rico,2/26/21,536377
Puerto Rico,2/27/21,538085
Puerto Rico,2/28/21,549615
Puerto Rico,3/1/21,554664
Puerto Rico,3/2/21,554694
Puerto Rico,3/3/21,568025
Puerto Rico,3/4/21,595224
Puerto Rico,3/5/21,596130
Puerto Rico,3/6/21,611567
Puerto Rico,3/7/21,628400
Puerto Rico,3/8/21,633344
Puerto Rico,3/9/21,635352
Puerto Rico,3/10/21,674636
Puerto Rico,3/11/21,675568
Puerto Rico,3/12/21,698082
Puerto Rico,3/13/21,748875
Puerto Rico,3/14/21,748875
Puerto Rico,3/15/21,748982
Puerto Rico,3/16/21,764943
Puerto Rico,3/17/21,788188
Puerto Rico,3/18/21,814157
Puerto Rico,3/19/21,839948
Puerto Rico,3/20/21,863265
Puerto Rico,3/21/21,886400
Puerto Rico,3/22/21,896153
Puerto Rico,3/23/21,902839
Puerto Rico,3/24/21,920753
Puerto Rico,3/25/21,952499
Puerto Rico,3/26/21,981193
Puerto Rico,3/27/21,1015714
Puerto Rico,3/28/21,1044040
Puerto Rico,3/29/21,1055993
Puerto Rico,3/30/21,1062627
Puerto Rico,3/31/21,1088065
Puerto Rico,4/1/21,1114680
Puerto Rico,4/2/21,1148177
Puerto Rico,4/3/21,1167735
Puerto Rico,4/4/21,1171342
Puerto Rico,4/5/21,1178233
Puerto Rico,4/6/21,1182856
Puerto Rico,4/7/21,1205841
Puerto Rico,4/8/21,1225223
Puerto Rico,4/9/21,1243126
Puerto Rico,4/10/21,1276169
Republic of Palau,1/12/21,416
Republic of Palau,1/13/21,725
Republic of Palau,1/14/21,766
Republic of Palau,1/15/21,1119
Republic of Palau,1/19/21,1914
Republic of Palau,1/20/21,1981
Republic of Palau,1/21/21,2405
Republic of Palau,1/22/21,2405
Republic of Palau,1/23/21,2685
Republic of Palau,1/24/21,3046
Republic of Palau,1/25/21,3046
Republic of Palau,1/26/21,3046
Republic of Palau,1/27/21,3046
Republic of Palau,1/28/21,3067
Republic of Palau,1/29/21,3089
Republic of Palau,1/30/21,3110
Republic of Palau,1/31/21,3110
Republic of Palau,2/1/21,3110
Republic of Palau,2/2/21,3172
Republic of Palau,2/3/21,3228
Republic of Palau,2/4/21,3228
Republic of Palau,2/5/21,3360
Republic of Palau,2/6/21,3360
Republic of Palau,2/7/21,3467
Republic of Palau,2/8/21,3467
Republic of Palau,2/9/21,3468
Republic of Palau,2/10/21,3527
Republic of Palau,2/11/21,3831
Republic of Palau,2/12/21,3871
Republic of Palau,2/13/21,4212
Republic of Palau,2/14/21,4321
Republic of Palau,2/16/21,4677
Republic of Palau,2/17/21,5011
Republic of Palau,2/18/21,5314
Republic of Palau,2/19/21,5727
Republic of Palau,2/20/21,6025
Republic of Palau,2/21/21,6314
Republic of Palau,2/22/21,6314
Republic of Palau,2/23/21,7073
Republic of Palau,2/24/21,7073
Republic of Palau,2/25/21,8111
Republic of Palau,2/26/21,8143
Republic of Palau,2/27/21,8143
Republic of Palau,2/28/21,8185
Republic of Palau,3/1/21,8185
Republic of Palau,3/2/21,8185
Republic of Palau,3/3/21,8185
Republic of Palau,3/4/21,8185
Republic of Palau,3/5/21,8185
Republic of Palau,3/6/21,8185
Republic of Palau,3/7/21,8185
Republic of Palau,3/8/21,8185
Republic of Palau,3/9/21,8185
Republic of Palau,3/10/21,8586
Republic of Palau,3/11/21,8902
Republic of Palau,3/12/21,9193
Republic of Palau,3/13/21,9694
Republic of Palau,3/14/21,9694
Republic of Palau,3/15/21,9694
Republic of Palau,3/16/21,10197
Republic of Palau,3/17/21,10726
Republic of Palau,3/18/21,10962
Republic of Palau,3/19/21,11500
Republic of Palau,3/20/21,11804
Republic of Palau,3/21/21,11804
Republic of Palau,3/22/21,11844
Republic of Palau,3/23/21,12247
Republic of Palau,3/24/21,12644
Republic of Palau,3/25/21,13277
Republic of Palau,3/26/21,13334
Republic of Palau,3/27/21,13334
Republic of Palau,3/28/21,13381
Republic of Palau,3/29/21,13381
Republic of Palau,3/30/21,13381
Republic of Palau,3/31/21,13381
Republic of Palau,4/1/21,13381
Republic of Palau,4/2/21,13429
Republic of Palau,4/3/21,13429
Republic of Palau,4/4/21,13429
Republic of Palau,4/5/21,13429
Republic of Palau,4/6/21,13435
Republic of Palau,4/7/21,13435
Republic of Palau,4/8/21,13755
Republic of Palau,4/9/21,14045
Republic of Palau,4/10/21,14045
Rhode Island,1/12/21,39568
Rhode Island,1/13/21,42028
Rhode Island,1/14/21,44871
Rhode Island,1/15/21,47548
Rhode Island,1/19/21,54081
Rhode Island,1/20/21,56617
Rhode Island,1/21/21,59014
Rhode Island,1/22/21,61974
Rhode Island,1/23/21,63249
Rhode Island,1/24/21,67566
Rhode Island,1/25/21,70419
Rhode Island,1/26/21,72264
Rhode Island,1/27/21,76284
Rhode Island,1/28/21,80138
Rhode Island,1/29/21,83607
Rhode Island,1/30/21,88094
Rhode Island,1/31/21,91177
Rhode Island,2/1/21,94240
Rhode Island,2/2/21,99541
Rhode Island,2/3/21,101474
Rhode Island,2/4/21,103876
Rhode Island,2/5/21,106949
Rhode Island,2/6/21,111830
Rhode Island,2/7/21,117067
Rhode Island,2/8/21,120484
Rhode Island,2/9/21,122079
Rhode Island,2/10/21,124962
Rhode Island,2/11/21,127931
Rhode Island,2/12/21,131913
Rhode Island,2/13/21,136904
Rhode Island,2/14/21,141155
Rhode Island,2/16/21,147019
Rhode Island,2/17/21,151436
Rhode Island,2/18/21,159931
Rhode Island,2/19/21,181725
Rhode Island,2/20/21,190896
Rhode Island,2/21/21,198626
Rhode Island,2/22/21,206034
Rhode Island,2/23/21,211660
Rhode Island,2/24/21,218499
Rhode Island,2/25/21,226694
Rhode Island,2/26/21,234889
Rhode Island,2/27/21,245606
Rhode Island,2/28/21,256755
Rhode Island,3/1/21,269512
Rhode Island,3/2/21,275799
Rhode Island,3/3/21,282767
Rhode Island,3/4/21,290963
Rhode Island,3/5/21,300529
Rhode Island,3/6/21,310283
Rhode Island,3/7/21,319369
Rhode Island,3/8/21,326730
Rhode Island,3/9/21,333607
Rhode Island,3/10/21,340997
Rhode Island,3/11/21,350979
Rhode Island,3/12/21,359501
Rhode Island,3/13/21,367414
Rhode Island,3/14/21,374193
Rhode Island,3/15/21,388420
Rhode Island,3/16/21,396843
Rhode Island,3/17/21,403044
Rhode Island,3/18/21,411715
Rhode Island,3/19/21,425397
Rhode Island,3/20/21,440476
Rhode Island,3/21/21,454586
Rhode Island,3/22/21,469205
Rhode Island,3/23/21,480045
Rhode Island,3/24/21,488045
Rhode Island,3/25/21,497475
Rhode Island,3/26/21,507094
Rhode Island,3/27/21,515234
Rhode Island,3/28/21,526086
Rhode Island,3/29/21,538434
Rhode Island,3/30/21,552753
Rhode Island,3/31/21,559186
Rhode Island,4/1/21,566515
Rhode Island,4/2/21,583711
Rhode Island,4/3/21,596183
Rhode Island,4/4/21,611301
Rhode Island,4/5/21,626561
Rhode Island,4/6/21,641275
Rhode Island,4/7/21,648811
Rhode Island,4/8/21,658852
Rhode Island,4/9/21,667244
Rhode Island,4/10/21,680525
South Carolina,1/12/21,81075
South Carolina,1/13/21,99887
South Carolina,1/14/21,115855
South Carolina,1/15/21,121836
South Carolina,1/19/21,187175
South Carolina,1/20/21,192608
South Carolina,1/21/21,209631
South Carolina,1/22/21,229002
South Carolina,1/23/21,249155
South Carolina,1/24/21,278795
South Carolina,1/25/21,307348
South Carolina,1/26/21,317211
South Carolina,1/27/21,326985
South Carolina,1/28/21,359949
South Carolina,1/29/21,385158
South Carolina,1/30/21,407860
South Carolina,1/31/21,439541
South Carolina,2/1/21,462751
South Carolina,2/2/21,470696
South Carolina,2/3/21,479202
South Carolina,2/4/21,497433
South Carolina,2/5/21,518892
South Carolina,2/6/21,542879
South Carolina,2/7/21,568917
South Carolina,2/8/21,585692
South Carolina,2/9/21,585692
South Carolina,2/10/21,608062
South Carolina,2/11/21,628496
South Carolina,2/12/21,649375
South Carolina,2/13/21,674843
South Carolina,2/14/21,704186
South Carolina,2/16/21,738476
South Carolina,2/17/21,755422
South Carolina,2/18/21,778113
South Carolina,2/19/21,848054
South Carolina,2/20/21,879776
South Carolina,2/21/21,910669
South Carolina,2/22/21,932588
South Carolina,2/23/21,941136
South Carolina,2/24/21,973703
South Carolina,2/25/21,997874
South Carolina,2/26/21,1025316
South Carolina,2/27/21,1057969
South Carolina,2/28/21,1086550
South Carolina,3/1/21,1116811
South Carolina,3/2/21,1123049
South Carolina,3/3/21,1150199
South Carolina,3/4/21,1202753
South Carolina,3/5/21,1232377
South Carolina,3/6/21,1284575
South Carolina,3/7/21,1347330
South Carolina,3/8/21,1380510
South Carolina,3/9/21,1397362
South Carolina,3/10/21,1423016
South Carolina,3/11/21,1461672
South Carolina,3/12/21,1493376
South Carolina,3/13/21,1583500
South Carolina,3/14/21,1583500
South Carolina,3/15/21,1618854
South Carolina,3/16/21,1627125
South Carolina,3/17/21,1649023
South Carolina,3/18/21,1686210
South Carolina,3/19/21,1723604
South Carolina,3/20/21,1745511
South Carolina,3/21/21,1793297
South Carolina,3/22/21,1834965
South Carolina,3/23/21,1848117
South Carolina,3/24/21,1889498
South Carolina,3/25/21,1926363
South Carolina,3/26/21,1969766
South Carolina,3/27/21,2017582
South Carolina,3/28/21,2066478
South Carolina,3/29/21,2109171
South Carolina,3/30/21,2124443
South Carolina,3/31/21,2150462
South Carolina,4/1/21,2191473
South Carolina,4/2/21,2243230
South Carolina,4/3/21,2244467
South Carolina,4/4/21,2305396
South Carolina,4/5/21,2328710
South Carolina,4/6/21,2341969
South Carolina,4/7/21,2381960
South Carolina,4/8/21,2491219
South Carolina,4/9/21,2539519
South Carolina,4/10/21,2591420
South Dakota,1/12/21,48698
South Dakota,1/13/21,50712
South Dakota,1/14/21,54284
South Dakota,1/15/21,57103
South Dakota,1/19/21,61113
South Dakota,1/20/21,62518
South Dakota,1/21/21,65377
South Dakota,1/22/21,70643
South Dakota,1/23/21,77200
South Dakota,1/24/21,80441
South Dakota,1/25/21,82512
South Dakota,1/26/21,82823
South Dakota,1/27/21,86986
South Dakota,1/28/21,91776
South Dakota,1/29/21,97231
South Dakota,1/30/21,102847
South Dakota,1/31/21,105961
South Dakota,2/1/21,107685
South Dakota,2/2/21,108004
South Dakota,2/3/21,110967
South Dakota,2/4/21,115676
South Dakota,2/5/21,121593
South Dakota,2/6/21,127592
South Dakota,2/7/21,131439
South Dakota,2/8/21,133068
South Dakota,2/9/21,133231
South Dakota,2/10/21,136438
South Dakota,2/11/21,141733
South Dakota,2/12/21,148670
South Dakota,2/13/21,155026
South Dakota,2/14/21,160223
South Dakota,2/16/21,162885
South Dakota,2/17/21,165865
South Dakota,2/18/21,171175
South Dakota,2/19/21,218198
South Dakota,2/20/21,225848
South Dakota,2/21/21,232725
South Dakota,2/22/21,235964
South Dakota,2/23/21,237230
South Dakota,2/24/21,242710
South Dakota,2/25/21,250216
South Dakota,2/26/21,259553
South Dakota,2/27/21,269289
South Dakota,2/28/21,278285
South Dakota,3/1/21,282075
South Dakota,3/2/21,282575
South Dakota,3/3/21,287657
South Dakota,3/4/21,294765
South Dakota,3/5/21,304382
South Dakota,3/6/21,314577
South Dakota,3/7/21,322959
South Dakota,3/8/21,326272
South Dakota,3/9/21,326763
South Dakota,3/10/21,332059
South Dakota,3/11/21,339564
South Dakota,3/12/21,349016
South Dakota,3/13/21,360667
South Dakota,3/14/21,373065
South Dakota,3/15/21,378505
South Dakota,3/16/21,379911
South Dakota,3/17/21,384987
South Dakota,3/18/21,392994
South Dakota,3/19/21,403411
South Dakota,3/20/21,414458
South Dakota,3/21/21,424806
South Dakota,3/22/21,428076
South Dakota,3/23/21,429022
South Dakota,3/24/21,436290
South Dakota,3/25/21,445142
South Dakota,3/26/21,457075
South Dakota,3/27/21,471664
South Dakota,3/28/21,482516
South Dakota,3/29/21,488046
South Dakota,3/30/21,489525
South Dakota,3/31/21,496601
South Dakota,4/1/21,505081
South Dakota,4/2/21,515412
South Dakota,4/3/21,529897
South Dakota,4/4/21,539915
South Dakota,4/5/21,543431
South Dakota,4/6/21,544206
South Dakota,4/7/21,550434
South Dakota,4/8/21,560263
South Dakota,4/9/21,571138
South Dakota,4/10/21,584224
Tennessee,1/12/21,251257
Tennessee,1/13/21,264713
Tennessee,1/14/21,264713
Tennessee,1/15/21,303338
Tennessee,1/19/21,351813
Tennessee,1/20/21,358534
Tennessee,1/21/21,375669
Tennessee,1/22/21,401595
Tennessee,1/23/21,424152
Tennessee,1/24/21,452042
Tennessee,1/25/21,462646
Tennessee,1/26/21,467933
Tennessee,1/27/21,487632
Tennessee,1/28/21,510050
Tennessee,1/29/21,545921
Tennessee,1/30/21,574142
Tennessee,1/31/21,609213
Tennessee,2/1/21,627911
Tennessee,2/2/21,631885
Tennessee,2/3/21,657819
Tennessee,2/4/21,684242
Tennessee,2/5/21,718487
Tennessee,2/6/21,752298
Tennessee,2/7/21,791023
Tennessee,2/8/21,805720
Tennessee,2/9/21,812079
